"","plot","pNDVIvalues","pGNDVIvalues","pGDVI2values","pREDvalues","pGREvalues","pNIRvalues","pREGvalues","ndvipercent.1","gndvipercent.1","gdvi2percent.1","ndvipercent.25","gndvipercent.25","gdvi2percent.25","ndviavg.1","gndviavg.1","gdvi2avg.1"
"131",131,0.791834774973838,0.700239784922942,0.971266575453345,1517.2883699499,2364.54779013064,13630.5975028112,9225.18215374346,1,1,1,1,1,1,0.791834774973838,0.700239784922942,0.971266575453345
"132",132,0.747221533697158,0.64632317252497,0.956166321575627,1610.61044678714,2476.87056433604,11802.744166677,7846.15310866264,1,1,1,1,1,1,0.747221533697158,0.64632317252497,0.956166321575627
"133",133,0.691969277818486,0.628652991130559,0.910776478225929,2219.50024321816,2877.59073074623,13722.0229623946,8510.42817819578,1,1,1,1,1,1,0.691969277818486,0.628652991130559,0.910776478225929
"134",134,0.568703501016181,0.517894220844929,0.848675714168317,2816.62751596692,3258.23792718984,10288.9360000074,6720.63725492123,0.999935090224588,1,1,0.997663248085162,0.998864078930287,0.99983772556147,0.568735371159341,0.517894220844929,0.848675714168317
"135",135,0.759379024468281,0.656373801220661,0.957139649381698,1855.38403616159,2898.36757018129,14386.8349821684,8974.09275999857,1,1,1,1,1,1,0.759379024468281,0.656373801220661,0.957139649381698
"136",136,0.805894663863582,0.709105291094497,0.975836648307153,1654.54363956082,2669.27072692594,15820.9575977276,10016.3668974698,1,1,1,1,1,1,0.805894663863582,0.709105291094497,0.975836648307153
"137",137,0.662190371156454,0.601266024533611,0.90960176720229,2342.43119956261,2948.29328870177,12248.5870034323,8158.74195842138,1,1,1,1,1,1,0.662190371156454,0.601266024533611,0.90960176720229
"138",138,0.731759729968407,0.626548374905127,0.948268399269749,2095.28001783854,3200.13988240238,14149.9698085866,9185.97677095211,1,1,1,1,1,1,0.731759729968407,0.626548374905127,0.948268399269749
"139",139,0.57023138340233,0.554253665517068,0.851490978729098,3612.87367564541,3775.26951280867,13197.7996975097,9158.11822938852,1,1,1,0.999969300669245,0.999907902007736,1,0.57023138340233,0.554253665517068,0.851490978729098
"140",140,0.763721891577461,0.676827143464419,0.954700733958368,1756.25446678676,2744.4117466598,15282.3517559323,9672.64350745012,1,1,1,0.999749757577653,1,1,0.763721891577461,0.676827143464419,0.954700733958368
"141",141,0.757352356097532,0.677786955479562,0.952228984196168,1827.76749647562,2670.72348497097,14550.1412925098,9083.37492302129,1,1,1,1,1,1,0.757352356097532,0.677786955479562,0.952228984196168
"142",142,0.735100186941981,0.643783692439859,0.948135513288983,2302.63813680519,3336.58533538718,15453.3635725357,9961.84726481454,0.999942166444971,0.999855416112428,1,0.9995951651148,0.999450581227228,0.999942166444971,0.735137819459564,0.643866170594528,0.948135513288983
"143",143,0.726929587686362,0.675445492437681,0.947218854296793,2212.57391534232,2776.18605508901,14614.8980255404,9074.26773382887,1,1,1,1,0.999967524032216,1,0.726929587686362,0.675445492437681,0.947218854296793
"144",144,0.684418837477988,0.630184372631512,0.921173382572316,2593.43456271914,3241.91371055984,14802.8885545357,9569.6727649156,1,1,1,0.999966502529059,0.999966502529059,1,0.684418837477988,0.630184372631512,0.921173382572316
"145",145,0.615801429812102,0.544781968592132,0.87077277294108,2660.60048534579,3369.2808401708,11802.1229655759,8787.05223451088,1,1,1,0.997973354596498,0.999700986743746,1,0.615801429812102,0.544781968592132,0.87077277294108
"146",146,0.803739207641532,0.726769499063821,0.966991813245921,2119.67120266923,3012.89049162851,19004.0900293913,12728.8830513198,1,1,1,0.999579731027858,1,1,0.803739207641532,0.726769499063821,0.966991813245921
"147",147,0.811265422545367,0.679041006071014,0.977410442597015,1499.6105437688,2807.87186023619,14757.3167099654,10783.5402189746,1,1,1,1,1,1,0.811265422545367,0.679041006071014,0.977410442597015
"148",148,0.768788946931255,0.671205784434221,0.961212757878326,1573.56307859655,2441.05515405107,12776.1377843868,9412.42642513418,1,1,1,1,1,1,0.768788946931255,0.671205784434221,0.961212757878326
"149",149,0.694541503687593,0.622549564326769,0.925078902417376,1817.13199679415,2416.60236547459,10823.5087286411,7876.60679460762,1,1,1,1,1,1,0.694541503687593,0.622549564326769,0.925078902417376
"150",150,0.794110867457878,0.667624546221285,0.970615802994689,1796.05018284533,3191.15781042986,16142.2606854612,11017.819508955,1,1,1,1,0.999910335345807,1,0.794110867457878,0.667624546221285,0.970615802994689
"151",151,0.822344443688489,0.702248622077297,0.979669176639667,1767.69897336196,3228.88657040413,18683.8814030422,11450.5716861126,1,1,1,1,1,1,0.822344443688489,0.702248622077297,0.979669176639667
"152",152,0.768835944288703,0.661083967352964,0.96004252376997,1883.5681295913,3060.31942995054,15554.2125463653,9159.40907646065,1,1,1,1,1,1,0.768835944288703,0.661083967352964,0.96004252376997
"153",153,0.776093375223796,0.672976949097894,0.958366106323182,2473.97074435629,3768.44655332502,18744.5274734308,11627.7002850103,1,1,1,0.999973946799364,0.999947893598729,1,0.776093375223796,0.672976949097894,0.958366106323182
"154",154,0.768719461843911,0.64297474514113,0.96236608664678,1864.76633195541,3191.32461064673,14835.8418575521,9892.44298320243,1,1,1,1,1,1,0.768719461843911,0.64297474514113,0.96236608664678
"155",155,0.710380950928006,0.647782528830996,0.934264390586614,1955.04712470562,2544.1314600115,12407.2427816456,7850.7137697431,1,1,1,1,1,1,0.710380950928006,0.647782528830996,0.934264390586614
"156",156,0.63503137064212,0.583331958531841,0.887039556062371,2406.22509627416,2909.55793949619,11534.3965858553,7151.28633695661,1,1,1,1,1,1,0.63503137064212,0.583331958531841,0.887039556062371
"157",157,0.585929867760445,0.546783156763686,0.852069372790169,2336.98985379525,2745.31407405119,9990.33667310306,6329.01500438309,1,1,1,0.999963500985473,0.999927001970947,1,0.585929867760445,0.546783156763686,0.852069372790169
"158",158,0.673699998426802,0.590563986172684,0.914348538378064,2242.34785714701,3076.08333332918,12452.0293538079,8250.07568111082,1,1,1,1,1,1,0.673699998426802,0.590563986172684,0.914348538378064
"159",159,0.729899176035337,0.647537286950477,0.948127456317029,2172.92360363558,3024.92408734041,14278.2493004525,9251.33063931691,1,1,1,1,1,1,0.729899176035337,0.647537286950477,0.948127456317029
"160",160,0.717136094541519,0.645191308992008,0.941523007618477,2225.38099167133,2982.51740768769,14039.0943204583,8974.06470805238,1,1,1,1,1,1,0.717136094541519,0.645191308992008,0.941523007618477
"161",161,0.654205394733292,0.629986330070158,0.902124426381078,2530.28588623487,2793.53500322382,12665.7531773528,7840.33404997666,1,1,1,1,1,1,0.654205394733292,0.629986330070158,0.902124426381078
"162",162,0.643594654226053,0.608974157450273,0.897820066334401,2789.44472172248,3179.47092450363,13323.4947768557,8357.88587431758,1,1,1,0.999912947594452,0.999970982531484,1,0.643594654226053,0.608974157450273,0.897820066334401
"163",163,0.751509605802077,0.672066943257378,0.950352779058732,2020.74479155587,2805.0317588788,14310.8128948558,9292.56507951165,1,1,1,0.999914013012697,0.999971337670899,1,0.751509605802077,0.672066943257378,0.950352779058732
"164",164,0.408290408189772,0.454731562434816,0.68630851995905,3262.54268257384,2890.66033595304,7684.51233157977,6200.66988321327,1,0.999932998324958,1,0.998726968174204,0.999765494137353,1,0.408290408189772,0.454760576292565,0.68630851995905
"165",165,0.744544453687327,0.635286404437013,0.952396676610621,1754.8532677432,2747.77892821418,12525.1555608006,9315.23772595643,1,1,1,1,1,1,0.744544453687327,0.635286404437013,0.952396676610621
"166",166,0.489001561034663,0.506768498528319,0.778628791752424,2509.91540100431,2394.26083862126,7370.2570860117,5921.96683254628,1,1,1,0.999535365810072,0.999857035633868,1,0.489001561034663,0.506768498528319,0.778628791752424
"167",167,0.760478010938252,0.673106249123356,0.957175959086839,1783.35540710072,2623.25836639962,13854.5480785531,9599.84732556747,1,1,1,1,1,1,0.760478010938252,0.673106249123356,0.957175959086839
"168",168,0.735393707211511,0.671953996235811,0.945146696724906,2808.52847315483,3555.60527093223,17996.4744141944,12658.3282859062,1,1,1,0.999898734177215,1,1,0.735393707211511,0.671953996235811,0.945146696724906
"169",169,0.645030894074976,0.561213666761636,0.901074259069501,2705.196534265,3580.40561129474,12801.4841386794,8195.62373151251,1,1,1,1,0.999662834215584,1,0.645030894074976,0.561213666761636,0.901074259069501
"170",170,0.776246338351809,0.644568356484124,0.965356166307134,2014.81321049429,3555.09074337175,16808.5255029331,10568.6868742465,1,1,1,1,1,1,0.776246338351809,0.644568356484124,0.965356166307134
"171",171,0.784366081411266,0.650672082619443,0.968086357600495,1786.88601984395,3233.49036210092,15503.6532572834,10269.6665928713,1,1,1,1,1,1,0.784366081411266,0.650672082619443,0.968086357600495
"172",172,0.708812035024316,0.621959359200957,0.932513541598151,1999.87351170473,2846.60257657345,12646.5028559434,8475.37740254483,1,0.999968659897205,1,1,0.999780619280431,1,0.708812035024316,0.621976457188992,0.932513541598151
"173",173,0.407200112223748,0.457340526329145,0.693038371042597,2855.89056684693,2525.56950700101,6810.68926477795,4596.87954175308,1,1,1,0.999853011428361,1,1,0.407200112223748,0.457340526329145,0.693038371042597
"174",174,0.671725437883806,0.598798091325439,0.911830136983087,2292.01039055475,3067.3981440712,12920.9362517615,8426.05423278049,1,1,1,1,1,1,0.671725437883806,0.598798091325439,0.911830136983087
"175",175,0.454529519035898,0.469424130529907,0.744620289683039,2740.403103932,2669.66816284214,7513.48119331809,4716.91310779002,1,1,1,0.999363687782805,0.999929298642534,0.999929298642534,0.454529519035898,0.469424130529907,0.744620289683039
"176",176,0.557213855139813,0.530963226946225,0.832916827437248,2771.34897608925,3100.42729751773,10489.4414477284,6915.05611142201,1,1,1,0.999969393688979,0.999693936889787,1,0.557213855139813,0.530963226946225,0.832916827437248
"177",177,0.694108041779529,0.59869962480778,0.93299587603985,2301.51648089759,3256.94625385031,13139.6628539934,8817.83891427026,1,1,1,1,1,1,0.694108041779529,0.59869962480778,0.93299587603985
"178",178,0.628671102639689,0.568707480523965,0.877318476171151,2346.53408560613,3105.84016595015,12159.3723975272,8427.45738981643,1,1,1,0.999969526131342,1,1,0.628671102639689,0.568707480523965,0.877318476171151
"179",179,0.68772742201566,0.637577735984679,0.923160718414084,2351.04139969211,2923.36938770675,13592.4465182334,8783.05341181697,1,1,1,1,1,1,0.68772742201566,0.637577735984679,0.923160718414084
"180",180,0.660860660136464,0.607342277121087,0.915818147284,2530.81208053691,3069.51994356315,12687.2543090299,8198.46350695347,1,1,1,1,1,1,0.660860660136464,0.607342277121087,0.915818147284
"181",181,0.702437893475409,0.63467065140945,0.931901362012196,1954.21901672754,2605.56314991947,11899.1385511787,8238.40091200286,1,1,1,1,0.999844537031279,1,0.702437893475409,0.63467065140945,0.931901362012196
"182",182,0.733477117995818,0.636092361276798,0.944951488325262,1850.18455969057,2776.61803240811,12839.0955559269,9571.29228160204,1,1,1,0.99996729995749,1,1,0.733477117995818,0.636092361276798,0.944951488325262
"183",183,0.43774529199619,0.465210169596553,0.703241708033122,3642.23259461449,3350.18310981791,9217.55204514155,7124.91923340905,1,1,1,0.979934797795544,1,1,0.43774529199619,0.465210169596553,0.703241708033122
"184",184,0.485167640411071,0.480861289198275,0.744316339854863,3002.10015167194,3050.37989591212,8939.38239512605,7278.18971928187,1,1,1,0.946590349114893,0.99882491186839,0.999924187862477,0.485167640411071,0.480861289198275,0.744316339854863
"185",185,0.79897403189697,0.682933432479886,0.972948048116407,1477.25182978373,2555.53477479384,13736.0960527071,9397.27231731309,1,1,1,1,1,1,0.79897403189697,0.682933432479886,0.972948048116407
"186",186,0.786569539783034,0.684834503837349,0.9641820415167,1492.40225931836,2545.7859382962,14407.6286092731,9289.97063990322,1,1,1,1,1,1,0.786569539783034,0.684834503837349,0.9641820415167
"187",187,0.832158107598232,0.732547576860106,0.981936162638869,1572.19222257656,2726.65628339053,17882.8983812241,10589.1141335548,1,1,1,1,1,1,0.832158107598232,0.732547576860106,0.981936162638869
"188",188,0.72975530339297,0.619817702305707,0.945172625708011,2069.43182766647,3189.50148612353,13983.1892129748,9045.22850089675,1,1,1,1,0.999940564635958,1,0.72975530339297,0.619817702305707,0.945172625708011
"189",189,0.659060441661529,0.572991569946003,0.906066646320679,2255.11629021934,3106.25844183223,11878.1710491695,7977.03108811528,1,1,1,0.999968764641574,0.999843823207871,1,0.659060441661529,0.572991569946003,0.906066646320679
"190",190,0.530045784371645,0.505311438078467,0.800449936710705,3136.97460615898,3355.85272056219,10396.2289507347,7164.09202762447,1,1,1,0.999963408833108,1,1,0.530045784371645,0.505311438078467,0.800449936710705
"191",191,0.651219557999999,0.582130613758549,0.903571744310996,2729.77173416193,3488.79401028988,13039.3790267752,8789.54998532042,1,1,1,0.999899809638313,0.999933206425542,1,0.651219557999999,0.582130613758549,0.903571744310996
"192",192,0.703716940272012,0.609654341951861,0.93296057126433,2363.6099504567,3358.8029700378,14073.6761195984,9435.73959766613,1,1,1,1,1,1,0.703716940272012,0.609654341951861,0.93296057126433
"193",193,0.687464715756635,0.651972053689733,0.922924977343528,2902.7198048108,3282.54931728527,15502.7772265631,9325.97030262842,1,1,1,1,1,1,0.687464715756635,0.651972053689733,0.922924977343528
"194",194,0.695580415463491,0.597835208428664,0.9300605846564,2407.06532196319,3450.79692071654,13906.9362287675,9311.34273807617,1,1,1,1,1,1,0.695580415463491,0.597835208428664,0.9300605846564
"195",195,0.757444593004259,0.653143330989724,0.956024458524406,2005.35061132369,3183.15885832532,15490.5764590437,10265.5964850073,1,1,1,1,0.999910687704674,1,0.757444593004259,0.653143330989724,0.956024458524406
"196",196,0.748031744626626,0.650875009137841,0.951810808073222,2069.00421620767,3197.92632285908,15418.0275052808,10284.4472228108,1,1,1,1,1,1,0.748031744626626,0.650875009137841,0.951810808073222
"197",197,0.679790352668286,0.638762867616271,0.919474623876147,2227.33926206719,2683.50899955227,12712.0351884953,8680.03943832918,1,1,1,1,1,1,0.679790352668286,0.638762867616271,0.919474623876147
"198",198,0.691294565688719,0.635587294768206,0.924278489471295,2158.07905772527,2745.96947821087,12866.7963389643,8394.04438010592,1,1,1,1,1,1,0.691294565688719,0.635587294768206,0.924278489471295
"199",199,0.714260087190199,0.64256005240911,0.934222702498937,2157.1150860149,2829.72703374301,12993.0788548946,9194.37275733437,1,1,1,0.999739756527774,0.999884336234566,1,0.714260087190199,0.64256005240911,0.934222702498937
"200",200,0.702909152105751,0.638749317359627,0.931766373299828,1790.42639842404,2358.16200452018,11014.9963092875,8197.63777070167,1,1,1,1,1,1,0.702909152105751,0.638749317359627,0.931766373299828
"201",201,0.795356101412712,0.690183020634894,0.971729737158972,1630.48540430942,2709.57977584097,14976.7754831138,10724.2252187089,1,1,1,1,1,1,0.795356101412712,0.690183020634894,0.971729737158972
"202",202,0.75519039869797,0.643626924331455,0.959833449773009,1912.24807817475,2997.09352301832,13897.3953286605,10143.652940829,1,1,1,1,1,1,0.75519039869797,0.643626924331455,0.959833449773009
"203",203,0.702147141212639,0.6414284322031,0.936276202568178,1883.92887142248,2368.99297623934,10934.5576854389,7977.97012927349,1,1,1,1,1,1,0.702147141212639,0.6414284322031,0.936276202568178
"204",204,0.766704653888135,0.668307684896634,0.961136173739961,1800.78714947789,2783.83987783341,14277.9309204454,9755.21309168101,1,1,1,1,1,1,0.766704653888135,0.668307684896634,0.961136173739961
"205",205,0.722943570503574,0.650043101680891,0.942129608445078,2117.16747549377,2847.10583148449,13752.5118638502,8973.2805699544,1,1,1,0.999933999934,0.999933999934,1,0.722943570503574,0.650043101680891,0.942129608445078
"206",206,0.44710668147349,0.45552916214284,0.736168701713632,3006.14207874239,2957.36629458909,7981.67278041971,5268.67278072797,1,1,1,0.999302232854864,0.999003189792663,1,0.44710668147349,0.45552916214284,0.736168701713632
"207",207,0.676846483180474,0.59719599993842,0.924542441709927,2397.67694613017,3164.50533857478,12685.6888149279,8347.22875077037,1,1,1,1,1,1,0.676846483180474,0.59719599993842,0.924542441709927
"208",208,0.722503800122802,0.678364108415746,0.946996683949256,2254.23201952343,2684.61628874465,14301.0945108808,9441.85034565177,1,1,1,1,1,1,0.722503800122802,0.678364108415746,0.946996683949256
"209",209,0.74347523368846,0.656923860332736,0.949316315132571,1847.29319945555,2688.18473518863,13502.8334800677,7970.86946146692,1,1,1,1,1,1,0.74347523368846,0.656923860332736,0.949316315132571
"210",210,0.562458715540146,0.551975363062391,0.835190733102797,2620.07149288758,2759.12445459914,9846.66428841422,6461.75219036698,1,1,1,1,0.999970161723459,1,0.562458715540146,0.551975363062391,0.835190733102797
"211",211,0.608886737385656,0.584110806701267,0.873633914555798,2631.39395873391,2860.61022005396,11331.511920398,7183.37916766202,1,1,1,0.999882339098717,1,1,0.608886737385656,0.584110806701267,0.873633914555798
"212",212,0.703477740141869,0.620460825683255,0.931769399902212,2256.169832009,3135.74923003118,13678.6260113233,8811.39151532389,1,1,1,1,0.999858497240696,1,0.703477740141869,0.620460825683255,0.931769399902212
"213",213,0.705413091540475,0.641761540911463,0.934833727162032,2010.08472992485,2625.14856647636,12405.6967100806,8136.37022787862,1,1,1,1,0.999966838003648,1,0.705413091540475,0.641761540911463,0.934833727162032
"214",214,0.692416985363777,0.64210650173229,0.927508756236409,2656.24825304309,3200.17119164655,14518.751550587,9403.55861640747,1,1,1,1,0.99997456700323,1,0.692416985363777,0.64210650173229,0.927508756236409
"215",215,0.728961547117195,0.652837576133023,0.943096567487412,2397.35440173543,3274.37216179957,15703.4942028657,10448.5562200025,1,1,1,0.999967883868067,1,1,0.728961547117195,0.652837576133023,0.943096567487412
"216",216,0.656368016227431,0.628966496097735,0.904989305994298,2546.04185899017,2837.53578098023,12758.9855184807,8032.1526373622,1,1,1,0.99985906063916,1,1,0.656368016227431,0.628966496097735,0.904989305994298
"217",217,0.744947621397767,0.669208501270307,0.948155115824381,1750.85258783945,2439.15267487499,12773.5756603866,8339.24151822719,1,1,1,0.999942179820757,0.999884359641515,1,0.744947621397767,0.669208501270307,0.948155115824381
"218",218,0.378860080091951,0.442624852789078,0.641253786375322,3482.21729917844,2974.1675386604,7806.42391359324,6254.78114400552,0.999972169653791,1,1,0.963983522600757,0.999916508961372,0.999916508961372,0.378868036098607,0.442624852789078,0.641253786375322
"219",219,0.690772079005255,0.623545818092398,0.919638399214318,1985.84118787285,2573.62086544016,11481.8461334886,8481.2696763207,1,1,1,0.999553357792311,0.999776678896156,1,0.690772079005255,0.623545818092398,0.919638399214318
"220",220,0.538173238076714,0.527897757189526,0.806162520626595,2771.6804248416,2840.72811840349,9329.28135181576,7284.45369672461,1,1,1,0.995652028495936,0.9994983109803,1,0.538173238076714,0.527897757189526,0.806162520626595
"221",221,0.577360109651705,0.556814900318114,0.848836420703713,2113.16773467317,2253.12459725113,8096.78778264364,6028.57714836939,1,0.999941269748047,1,0.998972220590826,0.999706348740236,1,0.577360109651705,0.556843014627618,0.848836420703713
"222",222,0.796860232193884,0.696442739282468,0.969830612506041,1544.8317541869,2542.55662867039,14599.5591301765,9773.91126665251,1,1,1,1,1,1,0.796860232193884,0.696442739282468,0.969830612506041
"223",223,0.73493559766376,0.65766134436282,0.943002267572753,1912.7584344679,2651.79446512167,13375.3644581735,8874.33222466717,1,1,1,1,1,1,0.73493559766376,0.65766134436282,0.943002267572753
"224",224,0.782860480442041,0.652550643220259,0.967972742144185,1930.68360648265,3422.52530605035,16451.1671135811,10627.3390823221,1,1,1,1,1,1,0.782860480442041,0.652550643220259,0.967972742144185
"225",225,0.447051021381363,0.462533390867075,0.729596002255139,3406.02080660471,3274.79371175181,9020.11747239908,6256.26765004407,1,0.999970530162379,1,0.999882120649515,0.999970530162379,1,0.447051021381363,0.462544094646868,0.729596002255139
"226",226,0.791805094429891,0.662105470493371,0.970560929186516,1772.82640098233,3199.42584826847,15818.9291952235,10369.4917439712,1,1,1,1,1,1,0.791805094429891,0.662105470493371,0.970560929186516
"227",227,0.750543058017274,0.691075107171615,0.951529656649529,1853.75447194321,2359.76840293228,13430.0801863695,8271.6714282585,1,1,1,0.999795619443404,0.999897809721702,0.999965936573901,0.750543058017274,0.691075107171615,0.951529656649529
"228",228,0.705406331013696,0.620812862260937,0.930742211900734,2529.26449344349,3421.57828042624,14436.5602396964,9521.18742173728,1,1,1,1,0.999725283111016,1,0.705406331013696,0.620812862260937,0.930742211900734
"229",229,0.705148476551162,0.635246773024189,0.93313233617425,2251.48679832725,2993.60118062224,13920.9903580795,8967.46002787756,1,1,1,1,1,1,0.705148476551162,0.635246773024189,0.93313233617425
"230",230,0.634952525645743,0.581428539066013,0.88834393422854,2371.8469498687,2907.55205829872,11448.4958721228,7584.18940911663,1,1,1,0.999963723427411,1,1,0.634952525645743,0.581428539066013,0.88834393422854
"231",231,0.794989128555364,0.718797539329733,0.965565428147345,1696.95577809637,2570.22047204903,17036.9623798887,9991.51255873654,1,1,1,0.999964336661912,1,1,0.794989128555364,0.718797539329733,0.965565428147345
"232",232,0.629305768873187,0.593540476710339,0.885292738921679,2082.69307627431,2406.15212007637,9928.82422001513,6611.77571227421,1,1,1,1,1,1,0.629305768873187,0.593540476710339,0.885292738921679
"233",233,0.6517617321739,0.631888663643162,0.900419784225315,2231.1999931144,2439.71446009079,11146.7913357397,7778.80248592749,1,1,1,1,1,1,0.6517617321739,0.631888663643162,0.900419784225315
"234",234,0.710460978273339,0.669379466175004,0.928549529756888,2307.29269983882,2822.95679153871,14996.0301548363,9306.0188764019,1,1,1,0.999874391584236,1,1,0.710460978273339,0.669379466175004,0.928549529756888
"235",235,0.706490750349551,0.648362681936638,0.929782165682273,1843.22578336395,2346.59115481612,11490.0034245593,7585.20510531475,1,1,1,0.999874442840103,1,1,0.706490750349551,0.648362681936638,0.929782165682273
"236",236,0.608703396254885,0.574272317797271,0.866058886775719,2415.00474907,2712.68887831317,10316.3219075297,7786.27475068373,1,1,1,0.998805328236067,1,1,0.608703396254885,0.574272317797271,0.866058886775719
"237",237,0.736421349804776,0.630768573147157,0.949978824079586,2002.09026513472,3049.12545779494,13632.8417515708,10162.043599427,1,1,1,1,1,1,0.736421349804776,0.630768573147157,0.949978824079586
"238",238,0.789968312753323,0.671260383887144,0.964408862346092,1553.69455203079,2730.66085739195,14320.764168808,10152.6414938566,1,1,1,1,1,1,0.789968312753323,0.671260383887144,0.964408862346092
"239",239,0.670471338644621,0.607658980042203,0.914343834340814,2200.98832678643,2739.0602212927,11377.849824597,8181.27899768832,1,1,1,1,1,1,0.670471338644621,0.607658980042203,0.914343834340814
"240",240,0.745455681693208,0.661941857406035,0.950740730451904,2018.85525755987,2841.03227195106,14021.951721497,9529.95682575583,1,1,1,1,1,1,0.745455681693208,0.661941857406035,0.950740730451904
"241",241,0.738822993994221,0.626288511090038,0.949637777839449,1742.86064422007,2740.7376568498,12183.4435010843,8050.14490685096,1,1,1,1,1,1,0.738822993994221,0.626288511090038,0.949637777839449
"242",242,0.71938434790856,0.61261968296774,0.943029319015957,1949.36542264798,2946.91886703862,12498.6691623173,7874.42983226563,1,1,1,1,1,1,0.71938434790856,0.61261968296774,0.943029319015957
"243",243,0.477081102884498,0.463197598720376,0.744309616668972,3317.79097334931,3439.60653787191,9666.5179794697,6820.27418382483,1,1,1,0.999925705794948,0.999962852897474,1,0.477081102884498,0.463197598720376,0.744309616668972
"244",244,0.76736430728356,0.667593538109485,0.951999585495061,2475.68340155171,3668.40118260033,17982.8290626683,11387.3438856928,1,1,1,1,0.999942268279306,1,0.76736430728356,0.667593538109485,0.951999585495061
"245",245,0.798121774832562,0.690623496755828,0.972479757382729,1642.3756355447,2721.7514263401,15000.0133864649,9112.2773302903,1,1,1,1,1,1,0.798121774832562,0.690623496755828,0.972479757382729
"246",246,0.779983583017841,0.676762877943486,0.966893434124582,1764.9074007007,2808.35761757911,14778.1549785903,9307.27738982281,1,1,1,1,1,1,0.779983583017841,0.676762877943486,0.966893434124582
"247",247,0.734648347334199,0.613326852139389,0.949474482903705,2359.32941336854,3773.71375529852,15885.4115683432,10505.0334690349,1,1,1,1,1,1,0.734648347334199,0.613326852139389,0.949474482903705
"248",248,0.679506108439305,0.62546979739327,0.91617954741629,2128.17030250141,2663.27990131455,11971.4548136745,7941.85542887247,1,1,1,0.999964018422568,1,1,0.679506108439305,0.62546979739327,0.91617954741629
"249",249,0.6128960559536,0.573224704660694,0.876202182254494,1929.61469027426,2282.0224667735,8893.70261819864,5687.73414644108,1,1,1,1,0.999933134967069,1,0.6128960559536,0.573224704660694,0.876202182254494
"250",250,0.707383408516816,0.677239725532866,0.937850804352906,2281.40306503862,2571.52167953389,13689.8821330675,8826.70738868514,1,1,1,1,1,1,0.707383408516816,0.677239725532866,0.937850804352906
"251",251,0.760027991088569,0.695828107409466,0.954880127391185,1791.31567545562,2466.96773692346,14390.726103648,8611.24636214905,1,1,1,1,1,1,0.760027991088569,0.695828107409466,0.954880127391185
"252",252,0.702516435154869,0.637120544433668,0.929233577491294,2410.0937529368,3173.80198431339,14671.175851052,9362.8103540603,1,1,1,1,1,1,0.702516435154869,0.637120544433668,0.929233577491294
"253",253,0.771263841096199,0.677214625039325,0.955608211976487,1747.62094078619,2739.62973480999,14823.5518419213,9845.42303062737,1,1,1,0.999670640932745,0.999934128186549,1,0.771263841096199,0.677214625039325,0.955608211976487
"254",254,0.459123196266091,0.487358267591742,0.735348826802607,3272.04554149067,3043.22203872202,9002.00939352663,6868.27114369472,1,1,1,0.994072490525702,0.999935218475691,1,0.459123196266091,0.487358267591742,0.735348826802607
"255",255,0.744391443073924,0.654438322036825,0.95437271521005,1827.66638323946,2638.62815630441,12827.5497060528,8811.01756085852,1,1,1,1,1,1,0.744391443073924,0.654438322036825,0.95437271521005
"256",256,0.746112026016906,0.644589770274437,0.949682442860815,2303.397862945,3402.98205180616,15565.4618141248,11890.2677288788,0.999936902545982,0.999873805091965,0.999968451272991,0.999652964002902,0.998990440735716,0.999873805091965,0.746156190875709,0.644664353941555,0.949712077426503
"257",257,0.807920694771613,0.696725901134592,0.973895841538242,1367.77017500925,2350.34708543005,13391.407377089,9268.21728790591,1,0.999971414687134,1,0.999971414687134,0.999828488122802,1,0.807920694771613,0.696743991083046,0.973895841538242
"258",258,0.863751938306252,0.754646362645247,0.988935589610792,1404.85492795219,2737.91666192352,19479.9590596419,11769.3397559356,1,1,1,1,1,1,0.863751938306252,0.754646362645247,0.988935589610792
"259",259,0.775608804774034,0.657352570778504,0.956312390459637,1661.65098286943,2851.28437290257,14334.567317001,9535.67692756122,1,1,1,1,1,1,0.775608804774034,0.657352570778504,0.956312390459637
"260",260,0.756930430556856,0.660477876024575,0.955086426878955,2577.54435629766,3766.96131132362,18611.6608266354,11887.1283120044,1,1,1,1,1,1,0.756930430556856,0.660477876024575,0.955086426878955
"261",261,0.476731923687152,0.458091317459734,0.767376223999867,2387.03398081075,2536.90927586872,6994.84502142428,4731.88408637466,1,1,1,0.999967200209919,1,1,0.476731923687152,0.458091317459734,0.767376223999867
"262",262,0.847848608408346,0.724870485607317,0.985925886316107,1643.77030544605,3202.70349362571,20209.8402032077,12223.2023920804,1,1,1,1,1,1,0.847848608408346,0.724870485607317,0.985925886316107
"263",263,0.814481915456018,0.688917123327187,0.976789056672007,1650.85599368722,3039.32954031915,16747.8219649311,10317.4391089037,1,1,1,1,1,1,0.814481915456018,0.688917123327187,0.976789056672007
"264",264,0.763356114508343,0.654949549245917,0.960008531268101,1846.66116223302,2947.16603029711,14442.8700038428,9220.24955751535,1,1,1,1,1,1,0.763356114508343,0.654949549245917,0.960008531268101
"265",265,0.762925837581746,0.642506871268439,0.959987969081397,1914.36336175583,3201.0447434148,14970.9217687305,9740.07629055863,1,1,1,1,1,1,0.762925837581746,0.642506871268439,0.959987969081397
