plot	type	species	plot.biomass.withGL	mono.total	mono.bag	mono.gl	mono.gl.total	mono.gl.bag												Collector	Date
			Tot. Weight	4.5			242.8	60.8		33.4		14		56.2	49.7	33.9	10.3	8.3	0		
			Bag Weight	4.2			21.4	11.2		4.2		4.2		11.3	11.2	11.4	4.3	4.3	0		
183	Mono	DODMEA	12.2	23.4	11.2	0															11/14/2017
184	Plug	CONTROL																			
186	Mono	DSMILL	216.3	238.8	22.5	0															11/14/2017
187	Mono	ROSSET	141.7	138.1	21.2	24.8	36.1	11.3													11/14/2017
188	Plug	HL.1817876.rep1	Total B	POLBIC	MONBRA	DALPUR	PARINT	HYPPUN	TEUCAN	ANECYL	AGASCR	EUPCOR	GENAND	ASCSYR	ANDGER	PHLPIL	SENHEB	CEAAME	GL	ALT	10/30/2017
			302.1	0	97.8	0	34.9	0	24.6	0	132	0	2.7	0	0	0	8.8	1.3	0		
			Tot. Weight		119.2		39.2		35.9		153.4		6.9				13.1	5.6	0		
			Bag Weight		21.4		4.3		11.3		21.4		4.2				4.3	4.3	0		
189	Mono	HEURIC	136.5	150.2	21.3	7.6	19	11.4													11/14/2017
190	Mono	VERSTR	4.3	15.5	11.2	0															11/14/2017
191	Mono	PYCTEN	197.3	188.5	11.3	20.1	31.4	11.3													
193	Mono	HELOCC	307	300.9	21.4	27.5	38.9	11.4													11/14/2017
197	Mono	ANEVIR	18.5	29.7	11.2	0															11/14/2017
198	Mono	VERFAS	58.2	49.4	11.2	20	24.3	4.3													11/13/2017
199	Plug	ML.628076.rep1	Total B	POTARU	VIOPDF	POLREP	PYCPIL	SYMERI	CAMROT	PHLPIL	SYMOOL	MONBRA	DALPUR	OENPIL	CXANNE	ELYCAN	RUDSUB	SCHSCO	GL	ALT	10/27/2017
			1290.5	-0.1	0	0	72	885.9	0	-0.1	80	28.7	0.8	44.7	28.3	54.7	55.8	1	38.8		
			Tot. Weight	4.1	0	0	83.3	983.9	0	4.2	91.2	40	5.1	55.8	39.5	66	67.1	5.2	50.1		
			Bag Weight	4.2	0	0	11.3	98	0	4.3	11.2	11.3	4.3	11.1	11.2	11.3	11.3	4.2	11.3		
200	Mono	ECHPAL	172.2	164.1	21.4	29.5	40.8	11.3													11/14/2017
202	Mono	CXMOLE	116.2	141.8	48.2	22.6	26.8	4.2													11/20/2017
203	Mono	PENHIR	152.5	157.6	21.2	16.1	27.4	11.3													11/14/2017
204	Mono	ANECYL	0.6	11.8	11.2	0															11/14/2017
205	Plug	LL.660073.rep1	Total B	PANVIR	PYCVIR	JUNDUD	CAMROT	DESILL	MONBRA	SOLNEM	CXBICK	ASTCAN	HELOCC	SCHSCO	CORPAL	ERYYUC	VERVIR	CXBREV	GL		11/7/2017
			693.7	60	7.1	11.5	0	2.1	3.8	11.1	5.2	90	328.7	10	117.2	17.5	1.9	4.9	22.7		
			Tot. Weight	71.2	11.3	22.7		6.4	8	15.3	9.5	111.2	377.7	14.3	138.4	21.8	6.1	9.1	26.9		
			Bag Weight	11.2	4.2	11.2		4.3	4.2	4.2	4.3	21.2	49	4.3	21.2	4.3	4.2	4.2	4.2		
206	Mono	POLBIC	0			0															
207	Mono	CXNORM	102.3	125.9	49.2	25.6	29.8	4.2													11/20/2017
208	Mono	ERASPE	50.7	61.9	11.2	0															11/14/2017
209	Mono	SORNUT	175.9	225.8	49.9	0															0
210	Mono	VERVIR	13.2	23.6	11.2	0.8	12.1	11.3													11/14/2017
211	Plug	HL.275733.rep1	Total B	ZIZAPT	BROKAL	OENPIL	JUNINT	ANECAN	SENMAR	SENHEB	HYPPUN	MONFIS	SISANG	ROSCAR	POTARU	BAPALB	CXBICK	VERVIR	GL		11/6/2017
			353.3	40.2	41.3	2.8	1.3	11.2	0	0.2	0	103.4	12.8	25.9	5.7	0.3	67.2	11.7	29.3		
			Tot. Weight	51.5	52.6	7.1	5.5	22.5		4.5		153.2	24.1	47.1	10	4.5	88.6	16	33.5		
			Bag Weight	11.3	11.3	4.3	4.2	11.3		4.3		49.8	11.3	21.2	4.3	4.2	21.4	4.3	4.2		
212	Mono	DALCAN	0			0															
213	Mono	SYMOOL	108.9	130.2	21.3	0															11/14/2017
214	Mono	SOLJUN	365.5	394.6	50.1	21	32.3	11.3													11/14/2017
218	Mono	ANTNEG	34	45.4	11.4	0															11/14/2017
219	Plug	HL.1403369.rep2	Total B	SILINT	ZIZAPT	GENAND	ZIZAUR	LESCAP	ALLCER	KOEMAC	ANECYL	VIOPDF	VERFAS	PARINT	PYCVIR	POLBIC	POTARU	HEURIC	GL	ALT	11/1/2017
			493.9	114	61.6	3.3	139.8	2.9	0	33	6.7	0	37.2	19.7	25.8	0	32.1	0.8	17		
			Tot. Weight	135.4	72.8	7.6	188	7.2		54.4	10.9	4.2	58.5	23.9	47.1		53.4	12	21.3		
			Bag Weight	21.4	11.2	4.3	48.2	4.3		21.4	4.2	4.2	21.3	4.2	21.3		21.3	11.2	4.3		
221	Mono	TRAOHI	62.5	81.1	21.2	2.6	13.8	11.2													11/14/2017
223	Plug	LH.1211957.rep2	Total B	ECHPUR	SYMLAE	CASCOC	PENHIR	AGASCR	AGATEN	SCHSCO	ECHPAL	HYPPUN	ELYCAN	THADAS	AGANEP	LILMIC	SORNUT	ERASPE	GL		11/7/2017
			783.4	36.3	3.4	0	71.7	40.6	0	2.5	32.8	0	150.2	9.9	301.8	0	36.6	3.6	94		
			Tot. Weight	40.5	7.7		82.9	51.8		6.7	37		171.5	14.1	350.8		47.9	7.8	105.3		
			Bag Weight	4.2	4.3		11.2	11.2		4.2	4.2		21.3	4.2	49		11.3	4.2	11.3		
225	Mono	HELSTR	0			0															
227	Mono	LIAPYC	102.5	113.7	11.2	0															
228	Mono	RATPIN	192.5	212.8	49.9	29.6	40.9	11.3													11/14/2017
229	Mono	ZIZAPT	67.4	74.7	21.3	14	25.3	11.3													11/14/2017
230	Plug	ML.585975.rep2	Total B	CXNORM	BAPALB	EUPALT	VERMIS	EUPCOR	PHLPIL	CXGRAV	GENAND	DALPUR	BRIEUP	MONBRA	PHYVIR	HYPPYR	CEAAME	ALLCAN	GL		11/7/2017
			235.9	48.9	0	5.2	12.6	0.6	0	45.5	7.8	0.8	1.1	15.5	81.1	0.2	0.7	0	15.9		
			Tot. Weight	60.2		9.4	16.8	4.8		56.8	19.1	5.2	5.4	19.8	92.4	4.5	4.9		20.2		
			Bag Weight	11.3		4.2	4.2	4.2		11.3	11.3	4.4	4.3	4.3	11.3	4.3	4.2		4.3		
231	Mono	SYMNOV	290.8	339.4	48.6	16.9	28.1	11.2													11/14/2017
232	Mono	ANECYL	30.7	42	11.3	0															11/14/2017
233	Mono	PENHIR	118.6	140	21.4	2.4	13.6	11.2													11/14/2017
234	Plug	LH.1773854.rep2	Total B	ASCHIR	ERASPE	DSMILL	BAPALB	ANDGER	HELPAU	SPOHET	PENDIG	RUDFUL	SORNUT	DESILL	PENHIR	ROSSET	SENMAR	ASCVER	GL		11/6/2017
			550.2	0	0.7	0	0	0.8	268.7	0.6	0	212	0	0	47.5	0	0	3.9	16		
			Tot. Weight		4.9			5	316.9	4.8		233.4			58.6			8.1	20.2		
			Bag Weight		4.2			4.2	48.2	4.2		21.4			11.1			4.2	4.2		
235	Mono	CORPAL	101.1	112.3	11.2	0															11/14/2017
236	Mono	CEAAME	29.8	23.2	11.2	17.8	28.9	11.1													11/14/2017
237	Mono	HIEODO	0			0															
239	Mono	ECHPAL	149.6	136.9	21.1	33.8	44.9	11.1													11/14/2017
240	Plug	LL.1368877.rep2	Total B	HELAUT	HIEODO	DESILL	ECHPUR	KOEMAC	BAPALB	PYCVIR	GENAND	HYPPYR	OENPIL	AGASCR	SOLJUN	ELYCAN	BROKAL	RUEHUM	GL		11/3/2017
			739.2	146.2	32.8	0	10.8	42.9	0.4	66.1	10.7	26.5	8.2	16.8	362.3	15.2	0	0.3	6.3		
			Tot. Weight	167.4	44.1		15.1	54.2	4.7	77.3	14.9	30.8	12.5	21.1	410.3	19.5		4.5	10.5		
			Bag Weight	21.2	11.3		4.3	11.3	4.3	11.2	4.2	4.3	4.3	4.3	48	4.3		4.2	4.2		
241	Mono	VERVIR	29.4	25.5	11.3	15.2	26.4	11.2													11/14/2017
242	Mono	ASTCAN	57.1	68.4	11.3	0															11/14/2017
243	Plug	CONTROL																			
244	Mono	RUDSUB	220.7	261.1	49.8	9.4	20.6	11.2													11/14/2017
245	Mono	RUEHUM	41	32.6	11.4	19.8	24	4.2													11/20/2017
247	Mono	CXMOLE	166.2	192.8	48	21.4	25.7	4.3													11/20/2017
248	Mono	MONBRA	151.9	158.9	22.5	15.5	26.6	11.1													11/1/2017
249	Mono	VERMIS	35.7	37	11.3	10	21.3	11.3													11/14/2017
250	Mono	ERASPE	8.6	19.9	11.3	0															11/14/2017
251	Mono	SOLSPE	216.6	238	21.4	0															11/14/2017
254	Mono	POLBIC	0			0															
256	Mono	RUDTRI	146.3	141.8	21.2	25.7	29.9	4.2													11/16/2017
257	Mono	SYMOOL	149.7	161.9	21.3	9.1	13.4	4.3													11/16/2017
258	Mono	HELPAU	305.9	152.7	48.1	201.3	212.6	11.3													11/16/2017
260	Mono	MONFIS	309.9	303.9	21.5	27.5	31.8	4.3													11/16/2017
261	Mono	MAIRAC	0			0															
262	Mono	CHAFAS	406.8	327.1	69.2	148.9	153.2	4.3													11/16/2017
263	Mono	JUNINT	4.4	8.6	4.2	0															11/16/2017
264	Mono	SYMSER	213.6	87	11.3	137.9	142.1	4.2													11/16/2017
266	Plug	MH.1825752.rep2	Total B	VERSTR	LILMIC	ALLCAN	CXBLAN	ASCSYR	RATPIN	DALCAN	SPOHET	BAPBRA	VERGIG	GENAND	AMOCAN	SENHEB	BOUCUR	SOLNEM	GL		11/7/2017
			222.9	0.7	0	0	24.6	0	132.1	0.1	0	0.2	22.1	1	1.3	1	5.3	34.5	0		
			Tot. Weight	4.9			36.1		153.3	4.4		4.5	33.3	5.2	5.6	5.3	9.6	45.8	0		
			Bag Weight	4.2			11.5		21.2	4.3		4.3	11.2	4.2	4.3	4.3	4.3	11.3	0		
267	Mono	ROSSET	149.7	193.3	59.7	16.1	20.5	4.4													11/16/2017
269	Mono	SPOHET	29.4	78.9	49.5	0															11/16/2017
271	Plug	LL.653844.rep2	Total B	AGANEP	DALPUR	HELHEL	VIOPDF	ASCTUB	SOLNEM	OENPIL	RUDHIR	BLECIL	ASCSUL	CXGRAV	BAPBRA	ASCHIR	AGASCR	PYCVIR	GL	ALT	10/27/2017
			756.9	539	0	12.8	0	1.1	12.1	17.5	1.2	0	6.4	9.4	0.5	0	0.3	94.8	61.8		
			Tot. Weight	588.5	4.2	24.1		5.3	16.4	28.7	5.5		10.7	13.6	4.8		4.5	116	66.1		
			Bag Weight	49.5	4.2	11.3		4.2	4.3	11.2	4.3		4.3	4.2	4.3		4.2	21.2	4.3		
272	Mono	ANDGER	140.5	187.6	49.8	2.7	7	4.3													11/16/2017
273	Plug	ML.1623993.rep2	Total B	SYMLAE	POTARU	PENHIR	SENMAR	SYMSER	DSMILL	TEUCAN	DESILL	RUDSUB	MONFIS	BAPALB	KOEMAC	PHLPIL	POLBIC	ASCSYR	GL	ALT	11/1/2017
			678.6	0.5	20.9	18.4	0	0.7	0	22.5	0	213.2	309.2	0.8	47	0	0	0	45.4		
			Tot. Weight	4.7	32.1	29.6		5		43.8		234.6	357.4	5	58.2	4.2			56.6		
			Bag Weight	4.2	11.2	11.2		4.3		21.3		21.4	48.2	4.2	11.2	4.2			11.2		
274	Mono	ECHPUR	100.4	104.6	11.4	7.2	11.4	4.2													11/17/2017
275	Mono	SYMERI	343.8	393.6	49.8	0															11/16/2017
276	Mono	GENAND	52.9	59.1	11.1	4.9	9.2	4.3													11/16/2017
278	Plug	MH.1666090.rep2	Total B	ALLCAN	PYCVIR	ARNPLA	POLREP	DSMILL	ANDGER	LESCAP	ROSSET	ROSBLA	ROSCAR	HEURIC	SILLAC	AGATEN	BOUCUR	ERASPE	GL		11/7/2017
			457.5	0	71.7	0	-0.2	0	3.9	0.1	94.7	0	207.7	15.8	14	0	9.6	2.8	37.4		
			Tot. Weight		83		4.1		8.2	4.3	115.9		250.3	20	25.3		13.8	7.1	41.7		
			Bag Weight		11.3		4.3		4.3	4.2	21.2		42.6	4.2	11.3		4.2	4.3	4.3		
279	Mono	SENHEB	62.8	65.2	11.3	8.9	13.2	4.3													11/16/2017
280	Mono	BROKAL	11	19	11.3	3.3	7.5	4.2													11/16/2017
281	Plug	HH.1018148.rep2	Total B	ASCHIR	VIOPDF	CASCOC	CHAFAS	ERYYUC	SISANG	ALLCAN	SPOHET	SILLAC	HEURIC	BROKAL	ANECYL	BAPALB	AGATEN	CXBLAN	GL		10/31/2017
			330.5	0	0	0	112.6	14.8	25.8	0.7	28.6	28.3	42.4	0.8	1.1	4.2	0	13.1	58.1		
			Tot. Weight				133.9	19	37.1	4.9	39.8	32.5	53.7	5.1	5.4	8.5	4.3	17.4	62.4		
			Bag Weight				21.3	4.2	11.3	4.2	11.2	4.2	11.3	4.3	4.3	4.3	4.3	4.3	4.3		
282	Mono	SILINT	128.1	144.1	21.4	5.4	9.7	4.3													11/16/2017
283	Mono	AGANEP	231.7	252.5	49.6	28.8	40	11.2													11/16/2017
284	Plug	HH.1709432.rep2	Total B	CEAAME	AGANEP	ROSSET	MAIRAC	TRAOHI	ZIZAPT	VIOPDF	HELHEL	ASCTUB	JUNDUD	ERASPE	THADAS	HELMOL	POLREP	BAPBRA	GL	ALT	10/27/2017
			676.6	2.5	84.9	9.2	0	7.1	4.1	0	12.5	0	3.9	1.1	1.5	535.8	3.5	0	10.5		
			Tot. Weight	6.8	96.1	13.5		11.4	8.4		16.8		8.2	5.4	5.7	596.7	7.8		14.8		
			Bag Weight	4.3	11.2	4.3		4.3	4.3		4.3		4.3	4.3	4.2	60.9	4.3		4.3		
285	Mono	ERYYUC	118.3	139.6	21.3	0															11/16/2017
288	Plug	HL.275733.rep2	Total B	SENHEB	JUNINT	SENMAR	ZIZAPT	BROKAL	VERVIR	ANECAN	OENPIL	MONFIS	CXBICK	SISANG	HYPPUN	POTARU	BAPALB	ROSCAR	GL	ALT	10/30/2017
			310.2	0	0.5	0	12.7	3.3	4.1	18.5	0	156.4	1.8	19.1	0	3.5	0	70.8	19.5		
			Tot. Weight		4.7		12.9	7.6	8.4	22.7		177.7	6.1	30.3		7.7		81.9	23.7		
			Bag Weight		4.2		0.2	4.3	4.3	4.2		21.3	4.3	11.2		4.2		11.1	4.2		
289	Mono	PYCTEN	255.6	266.7	21.2	10.1	14.3	4.2													11/17/2017
290	Mono	RUDFUL	320.1	358.4	48.1	9.8	14	4.2													11/16/2017
291	Plug	LL.567931.rep2	Total B	SISANG	PYCVIR	PYCTEN	CXBICK	CXNORM	VERMIS	CXANNE	CXMOLE	EUPCOR	RUDHIR	VERSTR	DODMEA	PENDIG	RUEHUM	BLECIL	GL		11/8/2017
			78.8	2.5	0	0	0	49.2	0	0	0	0	6	0	0	21.1	0	0	0		
			Tot. Weight	6.8				70.5					10.2			32.5			0		
			Bag Weight	4.3				21.3					4.2			11.4			0		
294	Mono	ASCHIR	3.5	6	4.3	1.8	6.1	4.3													11/16/2017
296	Plug	LL.660073.rep2	Total B	SCHSCO	CORPAL	ASTCAN	CAMROT	CXBREV	CXBICK	ERYYUC	DESILL	PANVIR	SOLNEM	HELOCC	JUNDUD	VERVIR	PYCVIR	MONBRA	GL		11/6/2017
			528.6	11.4	9.4	35.6	0	13.8	2.2	12.6	0	65.2	36.9	308.6	0.4	0	10.1	22.4	0		
			Tot. Weight	15.6	13.6	46.8		18	6.4	16.8		86.5	41.1	330	4.7		14.3	33.6	0		
			Bag Weight	4.2	4.2	11.2		4.2	4.2	4.2		21.3	4.2	21.4	4.3		4.2	11.2	0		
297	Mono	DESILL	102.1	76.4	11.2	36.9	41.1	4.2													11/16/2017
298	Mono	ALLCER	2.9	24.2	21.3	0															11/16/2017
299	Mono	SYMLAE	294.7	344.1	49.4	0															11/16/2017
300	Plug	MH.75072.rep2	Total B	DESCAN	ASCSUL	SOLNEM	HELSTR	BROKAL	CXBLAN	LILMIC	SILTER	CASCOC	ASCVER	MAIRAC	PHYVIR	BAPBRA	DSMILL	AGATEN	GL		10/31/2017
			239.9	4.3	0	57.6	3.5	0.6	65.4	0	16.8	0.3	0.7	0	60.8	0.8	0.6	0	28.5		
			Tot. Weight	4.6		78.9	7.8	4.9	86.5		21.1	4.6	5		72.2	5.1	4.8		32.8		
			Bag Weight	0.3		21.3	4.3	4.3	21.1		4.3	4.3	4.3		11.4	4.3	4.2		4.3		
302	Mono	VIOPDF	0			0															
303	Mono	BRIEUP	84.9	99.3	21.2	6.8	11.1	4.3													11/16/2017
304	Mono	SISANG	50.9	68.3	21.1	3.7	8	4.3													11/16/2017
306	Mono	PHLPIL	3.9	8.2	4.3	0															11/16/2017
307	Mono	CXGRAV	72.5	119.1	49.6	3	7.3	4.3													11/17/2017
308	Mono	CXBICK	22.2	33.4	11.2	0															11/17/2017
309	Plug	ML.975885.rep2	Total B	RUDTRI	DALPUR	VERSTR	KOEMAC	SISANG	AGASCR	ARNPLA	PYCVIR	HEURIC	ROSBLA	AGANEP	SILINT	MONBRA	ZIZAPT	ASCHIR	GL		11/8/2017
			350.6	4.6	0.4	0.3	1.5	12.7	50.4	2.7	82.5	3.9	32.3	35.8	2.9	20.1	28.7	0	71.8		
			Tot. Weight	8.9	4.7	4.6	5.8	23.8	61.6	6.9	103.7	8.2	43.5	47	7.2	31.3	39.8		83.2		
			Bag Weight	4.3	4.3	4.3	4.3	11.1	11.2	4.2	21.2	4.3	11.2	11.2	4.3	11.2	11.1		11.4		
310	Mono	PENDIG	175.7	183.8	21.2	13.1	17.4	4.3													11/17/2017
311	Mono	LIASPI	125.4	125.4	11.2	11.2	15.5	4.3													11/17/2017
313	Mono	VERSTR	148.8	160.1	11.3	0															11/17/2017
314	Mono	ARNPLA	70.6	69.8	11.3	12.1	16.4	4.3													11/17/2017
317	Mono	LESCAP	4.7	9	4.3	0															11/17/2017
318	Plug	HL.1338677.rep2	Total B	CAMROT	ASCSUL	DODMEA	OENPIL	MAIRAC	VIOPDF	HYPPYR	DSMILL	HELMOL	MONFIS	VERSTR	CXANNE	ERYYUC	HELHEL	RUEHUM	GL		
			271.8	0	2.4	0	24.8	0	0	0.1	-0.1	3.2	61.1	0	78.5	31.3	58.5	0.1	11.9		
			Tot. Weight		6.7		36			4.3	4.2	7.5	82.5		89.7	42.5	69.7	4.4	16.1		
			Bag Weight		4.3		11.2			4.2	4.3	4.3	21.4		11.2	11.2	11.2	4.3	4.2		
319	Plug	MH.928535.rep2	Total B	HIEODO	PENHIR	DSMILL	KOEMAC	BROKAL	HEURIC	LILMIC	SENHEB	ALLCAN	SILTER	PANVIR	BAPBRA	HELMOL	DODMEA	VERMIS	GL		11/6/2017
			499.3	4.7	0	0	28.5	0.1	76.1	0	2.9	0.2	25	5.9	0	345.7	0.1	0.5	9.6		
			Tot. Weight	8.9			32.7	4.3	87.3		7.2	4.4	36.2	10.1		394.2	4.4	4.7	4.2		
			Bag Weight	4.2			4.2	4.2	11.2		4.3	4.2	11.2	4.2		48.5	4.3	4.2	0		
320	Plug	ML.628076.rep2	Total B	POLREP	RUDSUB	PHLPIL	SCHSCO	SYMOOL	PYCPIL	SYMERI	CAMROT	VIOPDF	ELYCAN	CXANNE	OENPIL	POTARU	MONBRA	DALPUR	GL		10/31/2017
			648.9	1.5	61.7	0	3.7	19.7	5.1	457.1	0	0	21.9	42.2	16.5	2.6	2	0	14.9		
			Tot. Weight	5.7	83		7.9	31	9.4	505			33.2	53.5	20.7	6.9	6.2		19.2		
			Bag Weight	4.2	21.3		4.2	11.3	4.3	47.9			11.3	11.3	4.2	4.3	4.2		4.3		
321	Plug	LH.389271.rep2	Total B	CXBLAN	ASCHIR	CXMOLE	ANTNEG	JUNTEN	AGANEP	CHAFAS	SENMAR	LIAPYC	AGATEN	BLECIL	SOLNEM	BROKAL	CASCOC	ERASPE	GL		11/3/2017
			521.1	18.8	0	39.5	0.1	2.2	393.6	0	1.2	4.6	0	11.5	0	0	0	0	49.6		
			Tot. Weight	23		50.7	4.3	6.4	441.7		5.4	8.8	4.3	15.8					53.8		
			Bag Weight	4.2		11.2	4.2	4.2	48.1		4.2	4.2	4.3	4.3					4.2		
322	Mono	ANEVIR	0																		
323	Plug	HH.623705.rep2	Total B	ALLCAN	AMOCAN	ZIZAPT	VIOPDF	SILTER	JUNTEN	ZIZAUR	HYPPYR	POLBIC	CHAFAS	ERASPE	SISANG	CASCOC	CEAAME	ERYYUC	GL	ALT	11/1/2017
			156	0	0.1	2.8	0.1	22.7	0.2	64.8	3.3	0	0	0	15.1	0	0.4	40.1	6.4		
			Tot. Weight		4.4	7.1	4.3	27	4.5	76	7.6				19.4		4.6	61.5	10.6		
			Bag Weight		4.3	4.3	4.2	4.3	4.3	11.2	4.3				4.3		4.2	21.4	4.2		
324	Mono	CASCOC	0			0															
325	Mono	CXBREV	37.7	49	11.3	0															11/17/2017
326	Mono	PYCPIL	20.3	26.5	11.4	5.2	9.4	4.2													11/17/2017
327	Plug	CONTROL																			
328	Mono	LIAASP	189.2	210.6	21.4	3.9	8.2	4.3													11/17/2017
329	Mono	HELAUT	339.7	389.4	49.7	0															11/17/2017
330	Mono	VERFAS	94.7	144.4	49.7	37	41.3	4.3													11/17/2017
332	Mono	SILLAC	105.1	126.5	21.4	1.1	5.4	4.3													11/17/2017
333	Plug	LH.1681808.rep2	Total B	CASCOC	CXBICK	LIASPI	OLIRIG	AMOCAN	AGANEP	SPOHET	SCHSCO	KOEMAC	CXNORM	POLBIC	BRIEUP	SORNUT	CEAAME	CXBLAN	GL	ALT	10/30/2017
			911.1	0	1.7	7.5	347.7	0	302.2	1.5	2.3	11.1	13.9	0	6.1	115.1	6.6	49.6	45.8		
			Tot. Weight		6	11.7	380.3		352.2	5.8	6.6	15.4	25.1		10.4	157.7	10.9	70.8	56.9		
			Bag Weight		4.3	4.2	32.6		50	4.3	4.3	4.3	11.2		4.3	42.6	4.3	21.2	11.1		
334	Mono	AGASCR	109.7	121.1	11.4	0															11/17/2017
336	Mono	DALPUR	0.9	5.1	4.2	0															11/17/2017
338	Mono	CAMSCI	0			0															
339	Mono	LIASCN	98.4	109.7	11.3	0															11/17/2017
340	Mono	CXNORM	34.7	55.2	21.3	0.8	5.1	4.3													11/17/2017
341	Mono	POTARU	70.6	81.9	11.3	0															11/17/2017
342	Mono	AMOCAN	14.3	7.9	4.3	10.7	15	4.3													11/17/2017
344	Mono	SOLJUN	319.1	331.7	21.4	8.8	13.1	4.3													11/17/2017
345	Mono	DSMILL	308.4	329.8	21.4	0															11/17/2017
346	Plug	HL.246518.rep2	Total B	OENPIL	TEUCAN	POTARU	VERGIG	BLECIL	ANECYL	ASCTUB	DALPUR	EUPCOR	ASCHIR	TRAOHI	LILMIC	MAIRAC	BRIEUP	CXGRAV	GL		11/7/2017
			220	4.8	20.6	35.4	0	33.5	13.2	0	0.2	0	0	42.1	0	0	0.5	58.2	11.5		
			Tot. Weight	9	31.8	46.7		44.7	17.5		4.5			53.4			4.7	79.6	15.7		
			Bag Weight	4.2	11.2	11.3		11.2	4.3		4.3			11.3			4.2	21.4	4.2		
347	Mono	CXANNE	158.5	179.8	21.3	0															11/20/2017
350	Mono	TEUCAN	77.8	54	11.3	35.1	39.3	4.2													11/20/2017
351	Mono	LILMIC	0			0															
352	Mono	THADAS	15.5	21.5	11.2	5.2	9.5	4.3													11/21/2017
353	Mono	DALCAN	1	4.4	4.3	0.9	5.2	4.3													11/20/2017
356	Plug	HH.1124950.rep2	Total B	ELYCAN	LILMIC	CXBICK	POLBIC	ECHPAL	ANEVIR	SYMNOV	AMOCAN	RUDFUL	POLREP	BAPBRA	OENPIL	SPOHET	PHYVIR	ROSCAR	GL		11/7/2017
			417	0.7	0	6.4	0	11.8	0	222.2	0	123.1	1.3	0.6	8.9	3.9	8.2	29.9	0		
			Tot. Weight	5		10.6		16.1		270.6		144.3	5.6	4.9	13.2	8.2	19.5	41.1	0		
			Bag Weight	4.3		4.2		4.3		48.4		21.2	4.3	4.3	4.3	4.3	11.3	11.2	0		
357	Mono	SORNUT	123	144.1	21.1	0															11/21/2017
358	Mono	OENPIL	28.4	39.6	11.2	0															
359	Mono	BAPALB	3.7	6.5	4.2	1.4	5.6	4.2													11/20/2017
360	Mono	HYPPYR	30.6	41.8	11.2	0															0
361	Mono	ALLCAN	7	5.1	4.2	6.1	10.4	4.3													11/20/2017
362	Mono	ASCSYR	1	5.3	4.3	0															
363	Mono	OLIRIG	280.8	252.7	21.2	49.3	60.5	11.2													
366	Mono	HEURIC	46.7	57.9	11.2	0															11/20/2017
367	Mono	JUNTEN	8	12.3	4.3	0															11/20/2017
368	Plug	HL.456657.rep2	Total B	CAMROT	SENHEB	HEURIC	VERVIR	ZIZAPT	MONFIS	AMOCAN	SYMNOV	ANECYL	HYPPUN	ALLCAN	VERGIG	CHAFAS	KOEMAC	ASCTUB	GL		11/8/2017
			1436.6	0	6.6	2.9	0.8	0	156.5	0	1091.3	17	0	1.9	3.3	82.5	19	10	44.8		
			Tot. Weight		17.8	7.1	5.1		177.7		1189.1	28.1		6.2	7.6	93.7	30.2	14.2	49.1		
			Bag Weight		11.2	4.2	4.3		21.2		97.8	11.1		4.3	4.3	11.2	11.2	4.2	4.3		
369	Plug	LL.305726.rep2	Total B	PYCVIR	ASCSUL	PHYVIR	AMOCAN	ZIZAPT	BLECIL	PYCTEN	HELOCC	PYCPIL	ASCSYR	HELPAU	CAMROT	ROSCAR	MAIRAC	EUPALT	GL		11/7/2017
			643.7	8.7	0	27.5	0.7	0.3	0	61.7	30.5	0	0	455.7	0	6.9	0	0	51.7		
			Tot. Weight	13		38.7	4.9	4.5		73	41.7			504.8		18.1			62.8		
			Bag Weight	4.3		11.2	4.2	4.2		11.3	11.2			49.1		11.2			11.1		
370	Mono	CAMROT	11.6	22.1	11.2	0.7	5	4.3													11/20/2017
372	Mono	VERGIG	4.4	8.7	4.3	0															11/20/2017
378	Mono	KOEMAC	46.7	58.1	11.4	0															
379	Plug	HH.1374866.rep2	Total B	SPIALB	MAIRAC	HELSTR	CAMSCI	CXBREV	HIEODO	TEUCAN	SILLAC	ANEVIR	TRAOHI	ZIZAPT	CHAFAS	SORNUT	ROSCAR	ANECYL	GL		11/3/2017
			295	0	0	0	0	17.8	6.3	4.8	0	20.2	12.1	40.8	43.8	144	5.2	0	0		
			Tot. Weight					22.1	10.5	9		31.4	16.4	52.1	55.1	192	9.5		0		
			Bag Weight					4.3	4.2	4.2		11.2	4.3	11.3	11.3	48	4.3		0		
380	Plug	MH.1987913.rep2	Total B	ALLCER	ROSCAR	HEURIC	PARINT	CAMSCI	DALPUR	TRAOHI	SOLNEM	PANVIR	EUTGRA	CXBLAN	HIEODO	MONBRA	JUNDUD	ANDGER	GL		11/3/2017
			471.9	0	0.5	0	92.8	0	3.4	19.2	5.9	12.6	261.3	31.7	22.6	15.4	6.5	0	0		
			Tot. Weight		4.8		114		7.7	30.5	10.1	16.9	309.5	42.8	33.9	26.6	10.8		0		
			Bag Weight		4.3		21.2		4.3	11.3	4.2	4.3	48.2	11.1	11.3	11.2	4.3		0		
381	Plug	ML.7316.rep2	Total B	ZIZAUR	PYCTEN	DESILL	CXBLAN	OLIRIG	AGANEP	PHYVIR	ECHPUR	ASCSYR	ANECYL	OENPIL	HYPPUN	CAMROT	SILLAC	ZIZAPT	GL	ALT	10/26/2017
			683.6	12.7	0.5	2	24.9	174.6	295.6	34.2	3.5	0.1	5	28.6	0	-0.1	1	15.4	85.6		
