#Label	X/Longitude	Y/Latitude	Z/Altitude	X_est	Y_est	Z_est
point 692				-88.092657	41.820631	223.422646
point 693				-88.092657	41.820635	223.388124
point 694				-88.092682	41.820634	223.335484
point 695				-88.092684	41.820654	223.336696
point 696				-88.092658	41.820656	223.434487
point 697				-88.092658	41.820659	223.357440
point 698				-88.092684	41.820658	223.278577
point 699				-88.092685	41.820675	223.218421
point 700				-88.092659	41.820677	223.361012
point 701				-88.092659	41.820681	223.323185
point 702				-88.092686	41.820680	223.237871
point 703				-88.092687	41.820700	223.126098
point 704				-88.092660	41.820700	223.324587
point 705				-88.092660	41.820704	223.279208
point 706				-88.092688	41.820704	223.173447
point 707				-88.092689	41.820723	223.161240
point 708				-88.092661	41.820725	223.281852
point 709				-88.092662	41.820728	223.268957
point 710				-88.092691	41.820727	223.150400
point 711				-88.092691	41.820746	223.239790
point 712				-88.092666	41.820748	223.271550
point 713				-88.092667	41.820751	223.289131
point 714				-88.092690	41.820750	223.258985
point 715				-88.092666	41.820769	223.286267
point 716				-88.092691	41.820768	223.267710
point 717				-88.092666	41.820775	223.318325
point 718				-88.092690	41.820773	223.292937
point 719				-88.092692	41.820791	223.271825
point 720				-88.092668	41.820792	223.372951
point 721				-88.092615	41.820383	223.143078
point 722				-88.092639	41.820382	223.231960
point 723				-88.092641	41.820403	223.318659
point 724				-88.092617	41.820405	223.231109
point 725				-88.092616	41.820408	223.271596
point 726				-88.092641	41.820406	223.358458
point 727				-88.092645	41.820426	223.199145
point 728				-88.092620	41.820427	223.374526
point 729				-88.092620	41.820431	223.281545
point 730				-88.092644	41.820429	223.203055
point 731				-88.092645	41.820447	223.249400
point 732				-88.092620	41.820447	223.291962
point 733				-88.092621	41.820452	223.339395
point 734				-88.092644	41.820452	223.242698
point 735				-88.092644	41.820470	223.286015
point 736				-88.092621	41.820471	223.357042
point 737				-88.092621	41.820475	223.400768
point 738				-88.092645	41.820475	223.313808
point 739				-88.092647	41.820493	223.463724
point 740				-88.092620	41.820494	223.441169
point 741				-88.092620	41.820499	223.532976
point 742				-88.092647	41.820498	223.381253
point 743				-88.092648	41.820517	223.647972
point 744				-88.092620	41.820517	223.643148
point 745				-88.092620	41.820521	223.602357
point 746				-88.092648	41.820520	223.632847
point 747				-88.092649	41.820540	223.710668
point 748				-88.092621	41.820541	223.583168
point 749				-88.092620	41.820545	223.567713
point 750				-88.092649	41.820544	223.462178
point 751				-88.092650	41.820563	223.463949
point 752				-88.092622	41.820564	223.583425
point 753				-88.092623	41.820567	223.554015
point 754				-88.092650	41.820566	223.459758
point 755				-88.092650	41.820586	223.429829
point 756				-88.092624	41.820586	223.515938
point 757				-88.092625	41.820591	223.484481
point 758				-88.092649	41.820590	223.461356
point 759				-88.092651	41.820609	223.403347
point 760				-88.092626	41.820608	223.509871
point 761				-88.092626	41.820614	223.890734
point 762				-88.092651	41.820614	223.425524
point 763				-88.092653	41.820632	223.419326
point 764				-88.092626	41.820633	223.473664
point 765				-88.092627	41.820637	223.482280
point 766				-88.092652	41.820636	223.399427
point 767				-88.092654	41.820656	223.429410
point 768				-88.092627	41.820655	223.475922
point 769				-88.092627	41.820659	223.542568
point 770				-88.092653	41.820659	223.409067
point 771				-88.092655	41.820677	223.337543
point 772				-88.092628	41.820679	223.445020
point 773				-88.092628	41.820684	223.387499
point 774				-88.092656	41.820682	223.309921
point 775				-88.092656	41.820701	223.286350
point 776				-88.092629	41.820702	223.362901
point 777				-88.092629	41.820706	223.408980
point 778				-88.092656	41.820705	223.294151
point 779				-88.092658	41.820725	223.276684
point 780				-88.092631	41.820726	223.319266
point 781				-88.092631	41.820728	223.321888
point 782				-88.092659	41.820728	223.326770
point 783				-88.092662	41.820748	223.300798
point 784				-88.092636	41.820750	223.406792
point 785				-88.092636	41.820753	223.392187
point 786				-88.092661	41.820752	223.354626
point 787				-88.092662	41.820770	223.276647
point 788				-88.092638	41.820772	223.329799
point 789				-88.092637	41.820777	223.344344
point 790				-88.092662	41.820774	223.363501
point 791				-88.092664	41.820792	223.296162
point 792				-88.092639	41.820794	223.339999
point 793				-88.092582	41.820384	223.114248
point 794				-88.092609	41.820383	223.312810
point 795				-88.092610	41.820404	223.245394
point 796				-88.092584	41.820405	223.422147
point 797				-88.092585	41.820409	223.290887
point 798				-88.092610	41.820408	223.263123
point 799				-88.092615	41.820427	223.448128
point 800				-88.092587	41.820428	223.352010
point 801				-88.092588	41.820431	223.396517
point 802				-88.092615	41.820431	223.384251
point 803				-88.092615	41.820449	223.352454
point 804				-88.092588	41.820450	223.417552
point 805				-88.092588	41.820453	223.350014
point 806				-88.092616	41.820453	223.329300
point 807				-88.092616	41.820473	223.419268
point 808				-88.092588	41.820472	223.710184
point 809				-88.092588	41.820476	223.440464
point 810				-88.092614	41.820476	223.387079
point 811				-88.092615	41.820495	223.419904
point 812				-88.092589	41.820496	223.552699
point 813				-88.092589	41.820501	223.732562
point 814				-88.092614	41.820499	223.447084
point 815				-88.092615	41.820519	223.503176
point 816				-88.092590	41.820519	223.645730
point 817				-88.092589	41.820523	223.585641
point 818				-88.092614	41.820521	223.611659
point 819				-88.092615	41.820541	223.587340
point 820				-88.092590	41.820542	223.890722
point 821				-88.092591	41.820547	223.626042
point 822				-88.092617	41.820545	223.541688
point 823				-88.092618	41.820565	223.552958
point 824				-88.092593	41.820565	223.603317
point 825				-88.092594	41.820569	223.619761
point 826				-88.092618	41.820567	223.549524
point 827				-88.092621	41.820588	223.511739
point 828				-88.092595	41.820589	223.637235
point 829				-88.092593	41.820592	223.607107
point 830				-88.092621	41.820591	223.503951
point 831				-88.092622	41.820608	223.528547
point 832				-88.092594	41.820610	223.607428
point 833				-88.092593	41.820615	223.609334
point 834				-88.092621	41.820613	223.593996
point 835				-88.092623	41.820633	223.469475
point 836				-88.092593	41.820634	223.596698
point 837				-88.092594	41.820638	223.606799
point 838				-88.092622	41.820637	223.473328
point 839				-88.092623	41.820656	223.517570
point 840				-88.092594	41.820657	223.531744
point 841				-88.092595	41.820661	223.490956
point 842				-88.092622	41.820659	224.030679
point 843				-88.092624	41.820679	223.419099
point 844				-88.092595	41.820680	223.466461
point 845				-88.092594	41.820683	223.467341
point 846				-88.092624	41.820683	223.398412
point 847				-88.092625	41.820702	223.343789
point 848				-88.092595	41.820702	223.518597
point 849				-88.092597	41.820708	223.461585
point 850				-88.092625	41.820706	223.373914
point 851				-88.092626	41.820725	223.342583
point 852				-88.092600	41.820725	223.496485
point 853				-88.092599	41.820729	223.605604
point 854				-88.092627	41.820728	223.337100
point 855				-88.092630	41.820750	223.827683
point 856				-88.092602	41.820752	223.579496
point 857				-88.092603	41.820756	223.500743
point 858				-88.092631	41.820753	223.511492
point 859				-88.092633	41.820771	223.355134
point 860				-88.092604	41.820773	223.392941
point 861				-88.092607	41.820778	223.445610
point 862				-88.092634	41.820777	223.328753
point 863				-88.092635	41.820794	223.365056
point 864				-88.092610	41.820796	223.390222
point 865				-88.092553	41.820386	223.114640
point 866				-88.092580	41.820384	223.120273
point 867				-88.092581	41.820406	223.279033
point 868				-88.092555	41.820406	223.268981
point 869				-88.092553	41.820409	223.247469
point 870				-88.092582	41.820409	223.245864
point 871				-88.092583	41.820429	223.290406
point 872				-88.092554	41.820429	223.272731
point 873				-88.092554	41.820433	223.393844
point 874				-88.092583	41.820432	223.339323
point 875				-88.092583	41.820450	223.369816
point 876				-88.092556	41.820451	223.409422
point 877				-88.092556	41.820454	223.365917
point 878				-88.092582	41.820453	223.323268
point 879				-88.092583	41.820472	223.451482
point 880				-88.092557	41.820472	223.430251
point 881				-88.092557	41.820477	223.441806
point 882				-88.092584	41.820476	223.394425
point 883				-88.092585	41.820496	223.572848
point 884				-88.092557	41.820497	223.557704
point 885				-88.092559	41.820502	223.597991
point 886				-88.092584	41.820501	223.675643
point 887				-88.092585	41.820520	223.702571
point 888				-88.092562	41.820521	223.652935
point 889				-88.092562	41.820524	223.805513
point 890				-88.092585	41.820523	223.638459
point 891				-88.092586	41.820543	223.900619
point 892				-88.092564	41.820545	223.816171
point 893				-88.092561	41.820548	223.778283
point 894				-88.092588	41.820546	223.640726
point 895				-88.092590	41.820566	223.615444
point 896				-88.092562	41.820567	223.853917
point 897				-88.092561	41.820571	223.739498
point 898				-88.092589	41.820569	223.612277
point 899				-88.092590	41.820589	223.655987
point 900				-88.092562	41.820590	223.683013
point 901				-88.092561	41.820592	223.724507
point 902				-88.092589	41.820592	223.644389
point 903				-88.092589	41.820610	223.660519
point 904				-88.092561	41.820611	223.896167
point 905				-88.092561	41.820615	223.696024
point 906				-88.092588	41.820615	223.669718
point 907				-88.092588	41.820633	223.598279
point 908				-88.092561	41.820632	223.859549
point 909				-88.092561	41.820637	223.818523
point 910				-88.092589	41.820638	223.624899
point 911				-88.092589	41.820657	223.637223
point 912				-88.092563	41.820657	223.971276
point 913				-88.092565	41.820662	223.633962
point 914				-88.092589	41.820661	223.527000
point 915				-88.092591	41.820681	223.492640
point 916				-88.092566	41.820681	223.585577
point 917				-88.092567	41.820686	223.523469
point 918				-88.092590	41.820684	223.487767
point 919				-88.092592	41.820703	223.488884
point 920				-88.092567	41.820704	223.512373
point 921				-88.092567	41.820709	223.541633
point 922				-88.092593	41.820709	223.472267
point 923				-88.092595	41.820726	223.568584
point 924				-88.092571	41.820728	223.522403
point 925				-88.092571	41.820731	223.443353
point 926				-88.092596	41.820730	223.488594
point 927				-88.092598	41.820751	223.507176
point 928				-88.092574	41.820752	223.490178
point 929				-88.092574	41.820755	223.540565
point 930				-88.092599	41.820754	223.517454
point 931				-88.092600	41.820772	223.425681
point 932				-88.092575	41.820772	223.444342
point 933				-88.092575	41.820776	223.440656
point 934				-88.092601	41.820776	223.433852
point 935				-88.092603	41.820795	223.491330
point 936				-88.092575	41.820795	223.468878
point 937				-88.092522	41.820386	223.209557
point 938				-88.092546	41.820386	223.156469
point 939				-88.092548	41.820407	223.249494
point 940				-88.092523	41.820407	223.289854
point 941				-88.092523	41.820410	223.263261
point 942				-88.092549	41.820410	223.227483
point 943				-88.092551	41.820430	223.273501
point 944				-88.092523	41.820430	223.348719
point 945				-88.092522	41.820433	223.339198
point 946				-88.092551	41.820433	223.363585
point 947				-88.092552	41.820452	223.380777
point 948				-88.092523	41.820452	223.452515
point 949				-88.092525	41.820456	223.511706
point 950				-88.092551	41.820454	223.390237
point 951				-88.092554	41.820473	223.446356
point 952				-88.092528	41.820475	223.528442
point 953				-88.092528	41.820479	223.556512
point 954				-88.092553	41.820478	223.441702
point 955				-88.092550	41.820498	223.591620
point 956				-88.092529	41.820500	223.667975
point 957				-88.092528	41.820503	224.342611
point 958				-88.092554	41.820502	223.696040
point 959				-88.092557	41.820521	223.639376
point 960				-88.092530	41.820522	223.766321
point 961				-88.092530	41.820527	223.800835
point 962				-88.092558	41.820525	223.622526
point 963				-88.092559	41.820545	223.763691
point 964				-88.092530	41.820545	223.876230
point 965				-88.092530	41.820548	224.158267
point 966				-88.092558	41.820549	223.768256
point 967				-88.092557	41.820569	223.844028
point 968				-88.092529	41.820569	224.016062
point 969				-88.092530	41.820573	223.765851
point 970				-88.092556	41.820572	223.750378
point 971				-88.092556	41.820589	223.699590
point 972				-88.092531	41.820590	223.738233
point 973				-88.092531	41.820593	223.867990
point 974				-88.092558	41.820594	223.712359
point 975				-88.092557	41.820614	223.751535
point 976				-88.092532	41.820616	223.955982
point 977				-88.092531	41.820620	223.822420
point 978				-88.092558	41.820620	223.780273
point 979				-88.092558	41.820635	223.691673
point 980				-88.092531	41.820636	223.879544
point 981				-88.092531	41.820641	223.755538
point 982				-88.092557	41.820640	223.816139
point 983				-88.092559	41.820659	223.843421
point 984				-88.092532	41.820660	223.791224
point 985				-88.092532	41.820663	223.722683
point 986				-88.092561	41.820663	223.732650
point 987				-88.092562	41.820681	223.597169
point 988				-88.092536	41.820684	223.590824
point 989				-88.092537	41.820688	223.574029
point 990				-88.092563	41.820686	223.527963
point 991				-88.092564	41.820704	223.540039
point 992				-88.092539	41.820705	223.543804
point 993				-88.092538	41.820710	223.566692
point 994				-88.092564	41.820709	223.518454
point 995				-88.092566	41.820728	223.483078
point 996				-88.092540	41.820728	223.512985
point 997				-88.092540	41.820732	223.475730
point 998				-88.092566	41.820732	223.449933
point 999				-88.092568	41.820751	223.518514
point 1000				-88.092541	41.820752	223.506586
point 1001				-88.092541	41.820755	223.527572
point 1002				-88.092568	41.820755	223.596085
point 1003				-88.092569	41.820773	223.481958
point 1004				-88.092542	41.820774	223.578616
point 1005				-88.092542	41.820779	223.506882
point 1006				-88.092568	41.820777	223.447478
point 1007				-88.092571	41.820797	223.473310
point 1008				-88.092544	41.820798	223.525844
point 1009				-88.092493	41.820386	223.259418
point 1010				-88.092518	41.820386	223.206838
point 1011				-88.092517	41.820407	223.280900
point 1012				-88.092493	41.820405	223.291988
point 1013				-88.092492	41.820410	223.262263
point 1014				-88.092519	41.820411	223.267377
point 1015				-88.092520	41.820429	223.328182
point 1016				-88.092493	41.820429	223.560200
point 1017				-88.092493	41.820435	223.377804
point 1018				-88.092519	41.820435	223.346132
point 1019				-88.092520	41.820452	223.407485
point 1020				-88.092493	41.820451	223.437337
point 1021				-88.092495	41.820457	223.502459
point 1022				-88.092520	41.820456	223.510736
point 1023				-88.092522	41.820476	224.234631
point 1024				-88.092496	41.820477	223.689637
point 1025				-88.092496	41.820480	223.654880
point 1026				-88.092524	41.820480	223.530603
point 1027				-88.092525	41.820501	223.709157
point 1028				-88.092498	41.820500	224.234671
point 1029				-88.092499	41.820507	224.656683
point 1030				-88.092524	41.820505	224.484053
point 1031				-88.092525	41.820522	224.073059
point 1032				-88.092499	41.820524	224.543170
point 1033				-88.092497	41.820529	223.905637
point 1034				-88.092521	41.820528	223.975516
point 1035				-88.092522	41.820545	224.025007
point 1036				-88.092497	41.820546	223.824453
point 1037				-88.092497	41.820550	223.867436
point 1038				-88.092524	41.820548	224.327219
point 1039				-88.092526	41.820570	223.792263
point 1040				-88.092497	41.820571	224.070935
point 1041				-88.092497	41.820573	223.850040
point 1042				-88.092524	41.820573	223.752737
point 1043				-88.092527	41.820591	223.849936
point 1044				-88.092501	41.820592	223.807360
point 1045				-88.092501	41.820594	223.886968
point 1046				-88.092526	41.820593	224.288832
point 1047				-88.092528	41.820616	223.986339
point 1048				-88.092501	41.820616	224.268679
point 1049				-88.092502	41.820622	223.921554
point 1050				-88.092526	41.820621	223.843856
point 1051				-88.092526	41.820638	223.883051
point 1052				-88.092503	41.820639	223.910583
point 1053				-88.092501	41.820643	223.752376
point 1054				-88.092526	41.820642	223.797971
point 1055				-88.092527	41.820659	223.806847
point 1056				-88.092502	41.820660	223.695043
point 1057				-88.092503	41.820664	223.729609
point 1058				-88.092528	41.820664	223.755730
point 1059				-88.092530	41.820685	223.609179
point 1060				-88.092505	41.820686	223.729158
point 1061				-88.092505	41.820691	223.693550
point 1062				-88.092530	41.820689	223.701632
point 1063				-88.092533	41.820705	223.561558
point 1064				-88.092505	41.820707	223.796986
point 1065				-88.092506	41.820712	223.599641
point 1066				-88.092533	41.820710	223.554607
point 1067				-88.092535	41.820730	223.498284
point 1068				-88.092507	41.820731	223.604303
point 1069				-88.092508	41.820734	223.573361
point 1070				-88.092536	41.820732	223.514729
point 1071				-88.092538	41.820753	223.539037
point 1072				-88.092511	41.820753	223.541547
point 1073				-88.092511	41.820756	223.564351
point 1074				-88.092537	41.820755	223.516613
point 1075				-88.092537	41.820775	223.485970
point 1076				-88.092513	41.820776	223.511707
point 1077				-88.092513	41.820780	223.529117
point 1078				-88.092537	41.820779	223.531696
point 1079				-88.092541	41.820799	223.532937
point 1080				-88.092515	41.820800	223.549357
point 1081				-88.092463	41.820386	223.263917
point 1082				-88.092489	41.820386	223.102780
point 1083				-88.092489	41.820406	223.290108
point 1084				-88.092462	41.820408	223.708248
point 1085				-88.092462	41.820411	223.406453
point 1086				-88.092490	41.820411	223.293022
point 1087				-88.092489	41.820432	224.147956
point 1088				-88.092463	41.820432	223.613955
point 1089				-88.092463	41.820434	223.641424
point 1090				-88.092490	41.820435	223.721179
point 1091				-88.092490	41.820452	223.476886
point 1092				-88.092464	41.820453	224.278962
point 1093				-88.092464	41.820458	223.762775
point 1094				-88.092491	41.820457	223.455965
point 1095				-88.092492	41.820477	223.638436
point 1096				-88.092465	41.820477	223.579619
point 1097				-88.092465	41.820481	224.102274
point 1098				-88.092492	41.820480	223.749751
point 1099				-88.092494	41.820500	223.976489
point 1100				-88.092465	41.820502	223.752277
point 1101				-88.092465	41.820506	223.719064
point 1102				-88.092491	41.820506	223.794494
point 1103				-88.092493	41.820525	223.964024
point 1104				-88.092466	41.820525	224.000617
point 1105				-88.092466	41.820529	224.022955
point 1106				-88.092492	41.820529	223.946520
point 1107				-88.092493	41.820547	223.915945
point 1108				-88.092464	41.820547	224.007913
point 1109				-88.092465	41.820551	223.900013
point 1110				-88.092493	41.820550	223.866970
point 1111				-88.092493	41.820570	224.025131
point 1112				-88.092466	41.820570	223.939542
point 1113				-88.092467	41.820575	223.945328
point 1114				-88.092493	41.820573	223.883673
point 1115				-88.092495	41.820592	223.837317
point 1116				-88.092469	41.820592	223.892810
point 1117				-88.092469	41.820596	223.807377
point 1118				-88.092495	41.820595	223.839540
point 1119				-88.092496	41.820618	223.864025
point 1120				-88.092469	41.820617	223.886308
point 1121				-88.092469	41.820620	223.902374
point 1122				-88.092496	41.820621	223.932479
point 1123				-88.092498	41.820639	223.819033
point 1124				-88.092469	41.820639	223.948764
point 1125				-88.092469	41.820642	223.801912
point 1126				-88.092498	41.820643	223.737735
point 1127				-88.092498	41.820661	223.668193
point 1128				-88.092468	41.820662	223.832354
point 1129				-88.092470	41.820667	223.882647
point 1130				-88.092500	41.820665	223.778551
point 1131				-88.092501	41.820687	224.322227
point 1132				-88.092472	41.820689	223.735886
point 1133				-88.092471	41.820692	223.717373
point 1134				-88.092501	41.820691	223.712994
point 1135				-88.092500	41.820707	224.356370
point 1136				-88.092475	41.820708	223.643884
point 1137				-88.092476	41.820712	223.619949
point 1138				-88.092503	41.820712	223.650593
point 1139				-88.092504	41.820730	223.573707
point 1140				-88.092476	41.820731	223.621171
point 1141				-88.092476	41.820733	223.715885
point 1142				-88.092505	41.820734	223.628145
point 1143				-88.092506	41.820752	223.583561
point 1144				-88.092477	41.820753	223.587955
point 1145				-88.092481	41.820757	223.592596
point 1146				-88.092508	41.820756	223.607313
point 1147				-88.092509	41.820775	223.532639
point 1148				-88.092483	41.820777	223.558616
point 1149				-88.092482	41.820781	223.534595
point 1150				-88.092510	41.820780	223.620479
point 1151				-88.092510	41.820801	223.520425
point 1152				-88.092484	41.820802	223.556405
point 1153				-88.092430	41.820387	223.204767
point 1154				-88.092459	41.820387	223.207849
point 1155				-88.092459	41.820408	223.455223
point 1156				-88.092430	41.820409	223.316339
point 1157				-88.092430	41.820411	223.324142
point 1158				-88.092459	41.820412	223.360009
point 1159				-88.092460	41.820432	223.630490
point 1160				-88.092431	41.820433	223.652517
point 1161				-88.092431	41.820437	223.511773
point 1162				-88.092459	41.820437	223.594530
point 1163				-88.092460	41.820455	223.776407
point 1164				-88.092433	41.820455	223.562319
point 1165				-88.092433	41.820459	223.509197
point 1166				-88.092461	41.820458	223.944522
point 1167				-88.092461	41.820478	223.565599
point 1168				-88.092435	41.820478	223.581580
point 1169				-88.092434	41.820481	223.640022
point 1170				-88.092460	41.820481	223.672708
point 1171				-88.092462	41.820503	223.687145
point 1172				-88.092436	41.820504	223.866526
point 1173				-88.092435	41.820507	223.674783
point 1174				-88.092460	41.820506	223.728862
point 1175				-88.092463	41.820525	223.979726
point 1176				-88.092436	41.820526	223.735715
point 1177				-88.092436	41.820527	223.789078
point 1178				-88.092462	41.820528	224.109602
point 1179				-88.092462	41.820549	223.909826
point 1180				-88.092437	41.820549	223.987805
point 1181				-88.092436	41.820552	224.117401
point 1182				-88.092463	41.820551	223.921054
point 1183				-88.092463	41.820571	223.918729
point 1184				-88.092437	41.820572	224.003173
point 1185				-88.092437	41.820576	223.958803
point 1186				-88.092463	41.820575	223.938197
point 1187				-88.092464	41.820593	223.879601
point 1188				-88.092439	41.820593	223.946803
point 1189				-88.092439	41.820597	223.957514
point 1190				-88.092464	41.820597	223.842967
point 1191				-88.092463	41.820615	223.966532
point 1192				-88.092438	41.820617	223.949962
point 1193				-88.092437	41.820620	223.965161
point 1194				-88.092465	41.820619	223.907204
point 1195				-88.092465	41.820639	224.023925
point 1196				-88.092439	41.820640	223.888762
point 1197				-88.092438	41.820643	223.787321
point 1198				-88.092465	41.820642	223.815261
point 1199				-88.092466	41.820662	223.931257
point 1200				-88.092441	41.820663	223.795440
point 1201				-88.092439	41.820666	223.814961
point 1202				-88.092467	41.820666	223.908816
point 1203				-88.092467	41.820689	223.741168
point 1204				-88.092439	41.820688	223.801637
point 1205				-88.092443	41.820691	223.740264
point 1206				-88.092468	41.820692	223.784811
point 1207				-88.092469	41.820708	223.637157
point 1208				-88.092447	41.820709	223.696212
point 1209				-88.092445	41.820712	223.706016
point 1210				-88.092471	41.820712	223.653428
point 1211				-88.092473	41.820731	223.590804
point 1212				-88.092446	41.820733	223.692511
point 1213				-88.092447	41.820735	223.698866
point 1214				-88.092472	41.820734	223.646479
point 1215				-88.092476	41.820753	223.592436
point 1216				-88.092449	41.820754	223.671724
point 1217				-88.092450	41.820757	223.739355
point 1218				-88.092477	41.820756	223.622116
point 1219				-88.092479	41.820777	223.553857
point 1220				-88.092452	41.820778	223.589282
point 1221				-88.092453	41.820782	223.510808
point 1222				-88.092479	41.820781	223.528058
point 1223				-88.092480	41.820801	223.538123
point 1224				-88.092457	41.820800	223.565494
point 1225				-88.092400	41.820389	223.157708
point 1226				-88.092427	41.820389	223.171193
point 1227				-88.092427	41.820410	223.312398
point 1228				-88.092403	41.820410	223.217327
point 1229				-88.092401	41.820413	223.238287
point 1230				-88.092428	41.820413	223.336985
point 1231				-88.092428	41.820433	223.501801
point 1232				-88.092401	41.820433	223.390942
point 1233				-88.092401	41.820436	223.639698
point 1234				-88.092428	41.820437	223.470554
point 1235				-88.092428	41.820457	223.482604
point 1236				-88.092401	41.820457	223.513132
point 1237				-88.092400	41.820460	223.489733
point 1238				-88.092429	41.820460	223.489167
point 1239				-88.092430	41.820479	223.589102
point 1240				-88.092402	41.820480	223.642834
point 1241				-88.092402	41.820483	223.726107
point 1242				-88.092429	41.820482	223.621191
point 1243				-88.092429	41.820504	223.700186
point 1244				-88.092403	41.820505	223.738351
point 1245				-88.092403	41.820508	223.741810
point 1246				-88.092432	41.820507	223.689196
point 1247				-88.092433	41.820526	223.757294
point 1248				-88.092406	41.820527	223.930793
point 1249				-88.092405	41.820530	223.911719
point 1250				-88.092434	41.820529	223.782512
point 1251				-88.092433	41.820550	224.030422
point 1252				-88.092408	41.820551	223.859655
point 1253				-88.092407	41.820555	223.953814
point 1254				-88.092435	41.820554	223.977446
point 1255				-88.092433	41.820573	224.040063
point 1256				-88.092406	41.820572	224.234916
point 1257				-88.092406	41.820575	224.001536
point 1258				-88.092433	41.820576	224.041421
point 1259				-88.092434	41.820595	224.145694
point 1260				-88.092407	41.820595	224.277393
point 1261				-88.092406	41.820598	224.314151
point 1262				-88.092436	41.820597	223.988105
point 1263				-88.092436	41.820618	223.932268
point 1264				-88.092407	41.820618	224.048400
point 1265				-88.092408	41.820621	223.894528
point 1266				-88.092436	41.820620	223.924550
point 1267				-88.092436	41.820639	223.817658
point 1268				-88.092410	41.820640	223.870583
point 1269				-88.092408	41.820643	223.860931
point 1270				-88.092436	41.820643	223.799723
point 1271				-88.092436	41.820662	223.783443
point 1272				-88.092408	41.820664	223.863411
point 1273				-88.092410	41.820668	223.787022
point 1274				-88.092436	41.820667	223.851585
point 1275				-88.092437	41.820690	223.894233
point 1276				-88.092413	41.820690	223.773595
point 1277				-88.092413	41.820692	223.785602
point 1278				-88.092437	41.820691	223.899143
point 1279				-88.092442	41.820710	223.743809
point 1280				-88.092414	41.820711	223.753967
point 1281				-88.092414	41.820714	223.750932
point 1282				-88.092442	41.820713	223.736466
point 1283				-88.092444	41.820733	223.693963
point 1284				-88.092415	41.820734	223.647113
point 1285				-88.092415	41.820737	223.644395
point 1286				-88.092443	41.820736	223.666385
point 1287				-88.092446	41.820755	223.681548
point 1288				-88.092417	41.820755	223.625726
point 1289				-88.092417	41.820757	223.625485
point 1290				-88.092447	41.820757	223.781313
point 1291				-88.092450	41.820779	223.563188
point 1292				-88.092421	41.820779	223.642236
point 1293				-88.092423	41.820783	223.546844
point 1294				-88.092450	41.820782	223.508188
point 1295				-88.092454	41.820802	223.626608
point 1296				-88.092427	41.820804	223.682455
point 1297				-88.092367	41.820392	223.174889
point 1298				-88.092395	41.820390	223.153263
point 1299				-88.092398	41.820411	223.224103
point 1300				-88.092370	41.820412	223.187398
point 1301				-88.092369	41.820417	223.240152
point 1302				-88.092398	41.820415	223.247258
point 1303				-88.092398	41.820433	223.380997
point 1304				-88.092371	41.820435	223.356876
point 1305				-88.092370	41.820436	223.360710
point 1306				-88.092398	41.820436	223.471469
point 1307				-88.092397	41.820457	223.489690
point 1308				-88.092370	41.820457	223.424098
point 1309				-88.092370	41.820461	223.439645
point 1310				-88.092397	41.820460	223.490653
point 1311				-88.092399	41.820480	223.586097
point 1312				-88.092372	41.820479	224.014322
point 1313				-88.092372	41.820482	224.684932
point 1314				-88.092399	41.820483	223.662819
point 1315				-88.092400	41.820505	223.714218
point 1316				-88.092371	41.820505	224.150672
point 1317				-88.092371	41.820508	224.050771
point 1318				-88.092400	41.820508	223.742977
point 1319				-88.092400	41.820527	224.172752
point 1320				-88.092372	41.820527	223.839692
point 1321				-88.092373	41.820530	223.911772
point 1322				-88.092403	41.820530	224.103553
point 1323				-88.092404	41.820552	223.874297
point 1324				-88.092375	41.820551	223.811848
point 1325				-88.092375	41.820553	223.844090
point 1326				-88.092402	41.820555	223.872597
point 1327				-88.092401	41.820573	224.134040
point 1328				-88.092375	41.820574	223.941123
point 1329				-88.092374	41.820578	224.000171
point 1330				-88.092402	41.820576	224.029597
point 1331				-88.092403	41.820596	224.178955
point 1332				-88.092376	41.820597	224.008255
point 1333				-88.092377	41.820600	223.975479
point 1334				-88.092403	41.820599	224.196688
point 1335				-88.092404	41.820618	223.987174
point 1336				-88.092377	41.820618	224.002954
point 1337				-88.092376	41.820622	223.933931
point 1338				-88.092405	41.820622	223.926603
point 1339				-88.092406	41.820641	223.862145
point 1340				-88.092377	41.820642	223.984472
point 1341				-88.092378	41.820645	223.924472
point 1342				-88.092406	41.820644	223.925959
point 1343				-88.092407	41.820665	223.822707
point 1344				-88.092379	41.820665	223.841157
point 1345				-88.092379	41.820668	223.843130
point 1346				-88.092405	41.820668	223.823300
point 1347				-88.092408	41.820689	223.756851
point 1348				-88.092380	41.820689	223.787880
point 1349				-88.092382	41.820693	223.827878
point 1350				-88.092408	41.820692	223.718492
point 1351				-88.092411	41.820711	223.725137
point 1352				-88.092384	41.820711	223.703988
point 1353				-88.092384	41.820714	223.709666
point 1354				-88.092410	41.820714	223.738799
point 1355				-88.092412	41.820734	223.649696
point 1356				-88.092385	41.820734	223.712762
point 1357				-88.092386	41.820738	223.705362
point 1358				-88.092413	41.820737	223.648202
point 1359				-88.092412	41.820757	223.648854
point 1360				-88.092387	41.820757	223.638760
point 1361				-88.092387	41.820760	223.637905
point 1362				-88.092414	41.820758	223.648006
point 1363				-88.092417	41.820780	223.639367
point 1364				-88.092391	41.820780	223.605163
point 1365				-88.092391	41.820783	223.624986
point 1366				-88.092419	41.820783	223.594369
point 1367				-88.092419	41.820803	223.835335
point 1368				-88.092393	41.820803	223.697757
point 1369				-88.092334	41.820392	223.129027
point 1370				-88.092364	41.820392	223.162241
